,Viscosity,Angular velocity, Speed,Torque,Shear Stress,Shear Rate,Temperature
0,"[0.042803421723513355, 0.042803421723513355, 0.041784292634858264, 0.041784292634858264, 0.041004958625886746, 0.041004958625886746, 0.041004958625886746, 0.041004958625886746, 0.040579867348265915, 0.04113575594207779, 0.04169164453588964, 0.0422475331297015, 0.04113575594207779, 0.041580466817127265, 0.041580466817127265, 0.04076516354620321, 0.04076516354620321, 0.04117281518166523, 0.040663250637337695, 0.04127472809053074, 0.040663250637337695, 0.04035751191074116, 0.0408466938732956, 0.04035751191074116, 0.04035751191074116, 0.0408466938732956, 0.03974603445754813, 0.040357511910741176, 0.03994986027527914, 0.040357511910741176, 0.03974603445754813, 0.040357511910741176, 0.03983338837943284, 0.03948397269189395, 0.0396586805356634, 0.03983338837943284, 0.03948397269189395, 0.03983338837943284, 0.0396586805356634, 0.03928742636765333, 0.039134557004355065, 0.03944029573095159, 0.03928742636765333, 0.039134557004355065, 0.03899867312586772, 0.03886278924738038, 0.03886278924738038, 0.03876767053243924, 0.03864537504180063, 0.03864537504180063, 0.038552197525123594, 0.0384357256292773, 0.038319253733430994, 0.038115427915699995, 0.03801351500683449, 0.038115427915699995, 0.03801351500683449, 0.038115427915699995, 0.038552197525123594, 0.0384357256292773, 0.038552197525123594, 0.038319253733430994, 0.0384357256292773, 0.038319253733430994, 0.0384357256292773, 0.037685128967156735, 0.037685128967156735, 0.037685128967156735, 0.037685128967156735, 0.03764954033231481, 0.03756218641043008, 0.03756218641043008, 0.03756218641043008, 0.03734088980832211, 0.03734088980832211, 0.03734088980832211, 0.03714725528147766, 0.03714725528147766, 0.03707082059982853, 0.03675658913082655, 0.03675658913082655, 0.03675658913082655, 0.036505203955624954, 0.03644405621030565, 0.036505203955624954, 0.036505203955624954, 0.03644405621030565]","[1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.7802358370342162, 1.7802358370342162, 1.7802358370342162, 1.7802358370342162, 2.3038346126325147, 2.3038346126325147, 2.3038346126325147, 2.3038346126325147, 2.3038346126325147, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 4.1887902047863905, 4.1887902047863905, 4.1887902047863905, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 8.377580409572781, 8.377580409572781, 8.377580409572781, 8.377580409572781, 8.377580409572781, 9.42477796076938, 9.42477796076938, 9.42477796076938, 10.471975511965978, 10.471975511965978, 10.471975511965978, 10.995574287564276, 10.995574287564276, 10.995574287564276, 12.56637061435917, 12.56637061435917, 12.56637061435917, 12.56637061435917, 12.56637061435917, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.660765716752367, 14.660765716752367, 14.660765716752367, 14.660765716752367, 15.707963267948966, 15.707963267948966, 15.707963267948966, 16.755160819145562, 16.755160819145562, 16.755160819145562, 18.84955592153876, 18.84955592153876, 18.84955592153876, 20.943951023931955, 20.943951023931955, 20.943951023931955, 20.943951023931955, 20.943951023931955]","[12.0, 12.0, 12.0, 12.0, 17.0, 17.0, 17.0, 17.0, 22.0, 22.0, 22.0, 22.0, 22.0, 30.0, 30.0, 30.0, 30.0, 30.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 80.0, 80.0, 80.0, 80.0, 80.0, 90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 105.0, 105.0, 105.0, 120.0, 120.0, 120.0, 120.0, 120.0, 105.0, 105.0, 105.0, 105.0, 105.0, 105.0, 105.0, 135.0, 135.0, 135.0, 135.0, 140.0, 140.0, 140.0, 140.0, 150.0, 150.0, 150.0, 160.0, 160.0, 160.0, 180.0, 180.0, 180.0, 200.0, 200.0, 200.0, 200.0, 200.0]","[0.042, 0.042, 0.040999999999999995, 0.040999999999999995, 0.057, 0.057, 0.057, 0.057, 0.073, 0.07400000000000001, 0.075, 0.076, 0.07400000000000001, 0.102, 0.102, 0.1, 0.1, 0.10099999999999999, 0.133, 0.135, 0.133, 0.165, 0.16699999999999998, 0.165, 0.165, 0.16699999999999998, 0.195, 0.198, 0.196, 0.198, 0.195, 0.198, 0.228, 0.226, 0.22699999999999998, 0.228, 0.226, 0.228, 0.22699999999999998, 0.257, 0.256, 0.258, 0.257, 0.256, 0.287, 0.28600000000000003, 0.28600000000000003, 0.317, 0.316, 0.316, 0.331, 0.33, 0.32899999999999996, 0.374, 0.373, 0.374, 0.373, 0.374, 0.331, 0.33, 0.331, 0.32899999999999996, 0.33, 0.32899999999999996, 0.33, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.431, 0.43, 0.43, 0.43, 0.45799999999999996, 0.45799999999999996, 0.45799999999999996, 0.486, 0.486, 0.485, 0.541, 0.541, 0.541, 0.597, 0.596, 0.597, 0.597, 0.596]","[0.6034070417933564, 0.6034070417933564, 0.589040207464943, 0.589040207464943, 0.8189095567195551, 0.8189095567195551, 0.8189095567195551, 0.8189095567195551, 1.048778905974167, 1.0631457403025806, 1.0775125746309935, 1.0918794089594068, 1.0631457403025806, 1.465417101498151, 1.465417101498151, 1.4366834328413247, 1.4366834328413247, 1.4510502671697378, 1.910788965678962, 1.9395226343357885, 1.910788965678962, 2.370527664188186, 2.399261332845012, 2.370527664188186, 2.370527664188186, 2.399261332845012, 2.8015326940405836, 2.844633197025823, 2.8158995283689965, 2.844633197025823, 2.8015326940405836, 2.844633197025823, 3.2756382268782205, 3.246904558221394, 3.261271392549807, 3.2756382268782205, 3.246904558221394, 3.2756382268782205, 3.261271392549807, 3.692276422402205, 3.677909588073791, 3.706643256730618, 3.692276422402205, 3.677909588073791, 4.123281452254601, 4.108914617926189, 4.108914617926189, 4.554286482107, 4.539919647778586, 4.539919647778586, 4.755422162704785, 4.741055328376372, 4.726688494047957, 5.3731960388265545, 5.358829204498141, 5.3731960388265545, 5.358829204498141, 5.3731960388265545, 4.755422162704785, 4.741055328376372, 4.755422162704785, 4.726688494047957, 4.741055328376372, 4.726688494047957, 4.741055328376372, 5.976603080619911, 5.976603080619911, 5.976603080619911, 5.976603080619911, 6.192105595546109, 6.177738761217696, 6.177738761217696, 6.177738761217696, 6.580010122413266, 6.580010122413266, 6.580010122413266, 6.982281483608838, 6.982281483608838, 6.9679146492804245, 7.772457371671567, 7.772457371671567, 7.772457371671567, 8.577000094062708, 8.562633259734294, 8.577000094062708, 8.577000094062708, 8.562633259734294]","[7.048584172674736, 7.048584172674736, 7.048584172674736, 7.048584172674736, 9.985494244622542, 9.985494244622542, 9.985494244622542, 9.985494244622542, 12.922404316570347, 12.922404316570347, 12.922404316570347, 12.922404316570347, 12.922404316570347, 17.621460431686835, 17.621460431686835, 17.621460431686835, 17.621460431686835, 17.621460431686835, 23.495280575582452, 23.495280575582452, 23.495280575582452, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 46.990561151164904, 46.990561151164904, 46.990561151164904, 46.990561151164904, 46.990561151164904, 52.86438129506052, 52.86438129506052, 52.86438129506052, 58.73820143895613, 58.73820143895613, 58.73820143895613, 61.67511151090394, 61.67511151090394, 61.67511151090394, 70.48584172674734, 70.48584172674734, 70.48584172674734, 70.48584172674734, 70.48584172674734, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 79.29657194259077, 79.29657194259077, 79.29657194259077, 79.29657194259077, 82.23348201453858, 82.23348201453858, 82.23348201453858, 82.23348201453858, 88.10730215843421, 88.10730215843421, 88.10730215843421, 93.98112230232981, 93.98112230232981, 93.98112230232981, 105.72876259012104, 105.72876259012104, 105.72876259012104, 117.47640287791226, 117.47640287791226, 117.47640287791226, 117.47640287791226, 117.47640287791226]","[22.0, 22.0, 22.0, 22.0, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]"
1,"[0.03974603445754812, 0.03872690536889303, 0.03872690536889303, 0.03872690536889303, 0.03872690536889303, 0.03872690536889303, 0.03872690536889303, 0.03872690536889303, 0.03872690536889303, 0.03956618814778546, 0.03956618814778546, 0.040285573386836096, 0.040285573386836096, 0.040023978754454057, 0.040579867348265915, 0.04113575594207779, 0.040579867348265915, 0.040023978754454057, 0.040357511910741176, 0.040357511910741176, 0.039542208639817104, 0.03994986027527914, 0.03994986027527914, 0.03994986027527914, 0.039542208639817104, 0.039542208639817104, 0.03974603445754812, 0.04005177318414464, 0.03974603445754812, 0.03944029573095159, 0.04005177318414464, 0.04005177318414464, 0.03974603445754812, 0.03962373896690951, 0.03986832994818673, 0.039134557004355065, 0.03962373896690951, 0.03962373896690951, 0.03962373896690951, 0.03962373896690951, 0.039134557004355065, 0.03986832994818673, 0.03937914798563229, 0.0393383828220861, 0.03913455700435508, 0.039542208639817104, 0.03913455700435508, 0.0393383828220861, 0.03913455700435508, 0.039542208639817104, 0.03913455700435508, 0.0393383828220861, 0.03878514131681619, 0.038959849160585626, 0.03878514131681619, 0.03878514131681619, 0.039134557004355065, 0.03861043347304674, 0.038959849160585626, 0.038959849160585626, 0.03878514131681619, 0.038370210187863754, 0.03852307955116202, 0.03852307955116202, 0.038370210187863754, 0.03852307955116202, 0.03852307955116202, 0.038370210187863754, 0.03852307955116202, 0.038319253733431, 0.038319253733431, 0.038183369854943666, 0.038183369854943666, 0.038183369854943666, 0.03803389758860758, 0.03803389758860758, 0.03791160209796897, 0.03791160209796897, 0.03791160209796897, 0.03803389758860758, 0.03785336615004582, 0.03785336615004582, 0.03773689425419953, 0.03773689425419953, 0.03773689425419953, 0.03785336615004582, 0.03785336615004582, 0.03785336615004582, 0.03785336615004582, 0.03773689425419953, 0.037402037553641444, 0.03750395046250695, 0.037402037553641444, 0.03750395046250695, 0.037402037553641444, 0.037402037553641444, 0.037402037553641444, 0.03714159345320736, 0.03714159345320736, 0.037051004200882455, 0.03714159345320736, 0.03714159345320736, 0.03723218270553225, 0.03714159345320736, 0.03723218270553225, 0.03703806287912176, 0.03703806287912176, 0.03703806287912176, 0.03703806287912176, 0.03703806287912176, 0.03685170784576768, 0.03685170784576768, 0.03685170784576768, 0.03685170784576768, 0.03668864719158287, 0.03668864719158287, 0.03668864719158287, 0.036612212509933746, 0.03634893749536452, 0.03634893749536452, 0.03607716973838983, 0.03613831748370913]","[1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.2566370614359172, 1.7802358370342162, 1.7802358370342162, 1.7802358370342162, 1.7802358370342162, 2.3038346126325147, 2.3038346126325147, 2.3038346126325147, 2.3038346126325147, 2.3038346126325147, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 3.1415926535897927, 4.1887902047863905, 4.1887902047863905, 4.1887902047863905, 4.1887902047863905, 4.1887902047863905, 4.1887902047863905, 4.1887902047863905, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 5.235987755982989, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 6.283185307179585, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 7.330382858376184, 8.377580409572781, 8.377580409572781, 8.377580409572781, 8.377580409572781, 8.377580409572781, 8.377580409572781, 8.377580409572781, 8.377580409572781, 9.42477796076938, 9.42477796076938, 9.42477796076938, 9.42477796076938, 9.42477796076938, 10.471975511965978, 10.471975511965978, 10.471975511965978, 10.471975511965978, 10.471975511965978, 10.471975511965978, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 10.995574287564276, 12.56637061435917, 12.56637061435917, 12.56637061435917, 12.56637061435917, 12.56637061435917, 12.56637061435917, 12.56637061435917, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.137166941154069, 14.660765716752367, 14.660765716752367, 14.660765716752367, 14.660765716752367, 14.660765716752367, 15.707963267948966, 15.707963267948966, 15.707963267948966, 15.707963267948966, 16.755160819145562, 16.755160819145562, 16.755160819145562, 16.755160819145562, 18.84955592153876, 18.84955592153876, 20.943951023931955, 20.943951023931955]","[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 17.0, 17.0, 17.0, 17.0, 22.0, 22.0, 22.0, 22.0, 22.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 90.0, 90.0, 90.0, 90.0, 90.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 105.0, 105.0, 105.0, 105.0, 105.0, 105.0, 105.0, 105.0, 105.0, 105.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 140.0, 140.0, 140.0, 140.0, 140.0, 150.0, 150.0, 150.0, 150.0, 160.0, 160.0, 160.0, 160.0, 180.0, 180.0, 200.0, 200.0]","[0.039, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.038, 0.055, 0.055, 0.055999999999999994, 0.055999999999999994, 0.07200000000000001, 0.073, 0.07400000000000001, 0.073, 0.07200000000000001, 0.099, 0.099, 0.09699999999999999, 0.098, 0.098, 0.098, 0.09699999999999999, 0.09699999999999999, 0.13, 0.131, 0.13, 0.129, 0.131, 0.131, 0.13, 0.162, 0.163, 0.16, 0.162, 0.162, 0.162, 0.162, 0.16, 0.163, 0.161, 0.193, 0.192, 0.19399999999999998, 0.192, 0.193, 0.192, 0.19399999999999998, 0.192, 0.193, 0.222, 0.223, 0.222, 0.222, 0.22399999999999998, 0.221, 0.223, 0.223, 0.222, 0.251, 0.252, 0.252, 0.251, 0.252, 0.252, 0.251, 0.252, 0.282, 0.282, 0.281, 0.281, 0.281, 0.311, 0.311, 0.31, 0.31, 0.31, 0.311, 0.325, 0.325, 0.324, 0.324, 0.324, 0.325, 0.325, 0.325, 0.325, 0.324, 0.36700000000000005, 0.368, 0.36700000000000005, 0.368, 0.36700000000000005, 0.36700000000000005, 0.36700000000000005, 0.41, 0.41, 0.409, 0.41, 0.41, 0.41100000000000003, 0.41, 0.41100000000000003, 0.424, 0.424, 0.424, 0.424, 0.424, 0.452, 0.452, 0.452, 0.452, 0.48, 0.48, 0.48, 0.479, 0.535, 0.535, 0.59, 0.591]","[0.5603065388081166, 0.5459397044797034, 0.5459397044797034, 0.5459397044797034, 0.5459397044797034, 0.5459397044797034, 0.5459397044797034, 0.5459397044797034, 0.5459397044797034, 0.7901758880627286, 0.7901758880627286, 0.8045427223911418, 0.8045427223911418, 1.0344120716457539, 1.048778905974167, 1.0631457403025806, 1.048778905974167, 1.0344120716457539, 1.4223165985129116, 1.4223165985129116, 1.393582929856085, 1.4079497641844982, 1.4079497641844982, 1.4079497641844982, 1.393582929856085, 1.393582929856085, 1.8676884626937222, 1.8820552970221354, 1.8676884626937222, 1.853321628365309, 1.8820552970221354, 1.8820552970221354, 1.8676884626937222, 2.3274271612029462, 2.3417939955313596, 2.2986934925461195, 2.3274271612029462, 2.3274271612029462, 2.3274271612029462, 2.3274271612029462, 2.2986934925461195, 2.3417939955313596, 2.313060326874533, 2.772799025383757, 2.7584321910553435, 2.78716585971217, 2.7584321910553435, 2.772799025383757, 2.7584321910553435, 2.78716585971217, 2.7584321910553435, 2.772799025383757, 3.1894372209077413, 3.203804055236154, 3.1894372209077413, 3.1894372209077413, 3.218170889564567, 3.1750703865793275, 3.203804055236154, 3.203804055236154, 3.1894372209077413, 3.606075416431725, 3.6204422507601386, 3.6204422507601386, 3.606075416431725, 3.6204422507601386, 3.6204422507601386, 3.606075416431725, 3.6204422507601386, 4.0514472806125355, 4.0514472806125355, 4.037080446284123, 4.037080446284123, 4.037080446284123, 4.46808547613652, 4.46808547613652, 4.4537186418081065, 4.4537186418081065, 4.4537186418081065, 4.46808547613652, 4.669221156734305, 4.669221156734305, 4.6548543224058925, 4.6548543224058925, 4.6548543224058925, 4.669221156734305, 4.669221156734305, 4.669221156734305, 4.669221156734305, 4.6548543224058925, 5.272628198527662, 5.286995032856075, 5.272628198527662, 5.286995032856075, 5.272628198527662, 5.272628198527662, 5.272628198527662, 5.890402074649431, 5.890402074649431, 5.876035240321017, 5.890402074649431, 5.890402074649431, 5.904768908977845, 5.890402074649431, 5.904768908977845, 6.0915377552472165, 6.0915377552472165, 6.0915377552472165, 6.0915377552472165, 6.0915377552472165, 6.493809116442788, 6.493809116442788, 6.493809116442788, 6.493809116442788, 6.896080477638358, 6.896080477638358, 6.896080477638358, 6.881713643309945, 7.686256365701087, 7.686256365701087, 8.476432253763816, 8.49079908809223]","[7.048584172674736, 7.048584172674736, 7.048584172674736, 7.048584172674736, 7.048584172674736, 7.048584172674736, 7.048584172674736, 7.048584172674736, 7.048584172674736, 9.985494244622542, 9.985494244622542, 9.985494244622542, 9.985494244622542, 12.922404316570347, 12.922404316570347, 12.922404316570347, 12.922404316570347, 12.922404316570347, 17.621460431686835, 17.621460431686835, 17.621460431686835, 17.621460431686835, 17.621460431686835, 17.621460431686835, 17.621460431686835, 17.621460431686835, 23.495280575582452, 23.495280575582452, 23.495280575582452, 23.495280575582452, 23.495280575582452, 23.495280575582452, 23.495280575582452, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 29.369100719478066, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 35.24292086337367, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 41.11674100726929, 46.990561151164904, 46.990561151164904, 46.990561151164904, 46.990561151164904, 46.990561151164904, 46.990561151164904, 46.990561151164904, 46.990561151164904, 52.86438129506052, 52.86438129506052, 52.86438129506052, 52.86438129506052, 52.86438129506052, 58.73820143895613, 58.73820143895613, 58.73820143895613, 58.73820143895613, 58.73820143895613, 58.73820143895613, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 61.67511151090394, 70.48584172674734, 70.48584172674734, 70.48584172674734, 70.48584172674734, 70.48584172674734, 70.48584172674734, 70.48584172674734, 79.29657194259077, 79.29657194259077, 79.29657194259077, 79.29657194259077, 79.29657194259077, 79.29657194259077, 79.29657194259077, 79.29657194259077, 82.23348201453858, 82.23348201453858, 82.23348201453858, 82.23348201453858, 82.23348201453858, 88.10730215843421, 88.10730215843421, 88.10730215843421, 88.10730215843421, 93.98112230232981, 93.98112230232981, 93.98112230232981, 93.98112230232981, 105.72876259012104, 105.72876259012104, 117.47640287791226, 117.47640287791226]","[22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.0, 22.0, 22.0, 22.1, 22.1, 22.1, 22.1, 22.1, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.1, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.1, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.0, 22.0, 22.0, 22.0, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.0, 22.0, 22.0, 22.0, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.1, 22.0, 22.0, 22.0, 22.0, 22.1, 22.1, 22.1, 22.1]"
